	title	artist	album	likeStatus	videoId	albumId	artistId
0	Pale Ale	Ben Pearce	Moda Black Vol. 2	LIKE	i1tuTJRvY34	MPREb_jQBIekIRJQ6	UC1sFIx1tiYOERiAzwpa4Yiw
5	Thinkin Bout	xxxy	Progression / Thinkin Bout	INDIFFERENT	TLbFzQ5XA9c	MPREb_vvXjv9K5q58	UCB0po_qWwDGDqPYbeqfRP8Q
23	Come (feat. Jesse Boykins III)	Zodiac	Zodiac	INDIFFERENT	4TCLBnsVdZI	MPREb_AXjhMYGh0gC	
7	Time (feat. Sacred Animals)	Young Wonder	Birth	INDIFFERENT	CFNRLG_-cyQ	MPREb_yLH7XqkoFD3	UCh1k1H9os5juGenvqkl_K-g
75	Orange (Sun Glitters Remix)	Young Wonder	Young Wonder	INDIFFERENT	IcqeS8vGaII	MPREb_coujOZ0YCBY	UCh1k1H9os5juGenvqkl_K-g
89	Paper Airplane to Bestown	YoggyOne	Canopée	INDIFFERENT	e_9f4A5oECw	MPREb_A1XyJof4vGC	UC6jRbIu6-1No8OZbSfD8LTA
63	Cat o'Nine Tails	We Sink	Marooned EP	INDIFFERENT	pQbXdzevwKI	MPREb_QRE0C4xlvAr	UCWTudGOm-JoXwaLOdZzQ9Zg
67	Bodies (feat. WIFE)	WIFE	Stoic EP	INDIFFERENT	kFL5Czl6024	MPREb_FIkeH4FM1Qa	UC4jqKoY4ou9c0cSWEjNBBoQ
83	Things I Didn't Mean	Urulu	Things I Didn't Mean EP	INDIFFERENT	Yusq1jX3-j8	MPREb_OIkfZb6K66R	UCGF2IarayzU4KoQttZ0Ld7Q
73	Smalltalk (Four Tet Remix)	Ultraísta	Ultraísta (Deluxe)	INDIFFERENT	REH_5p_8twY	MPREb_dRz2fIuy3NZ	UCdKVMaDTa7BEAFKNqDBb1Tg
38	Razorback	Two Fingers	Sweden B/W Razorback	INDIFFERENT	niMxqzL5F8Y	MPREb_mN33E8N640S	UCtX24pnL3UOAzapPKg1Uqgg
