	title	artist	album	likeStatus	videoId	albumId	artistId
1	Dear Mr. Fantasy	Traffic	Mr. Fantasy	LIKE	sS_eHdqcrM8	MPREb_pEzFtyHuF1q	UCFh-Yyaep1Gl5c0O1JTvEBQ
37	Long May You Run	The Stills-Young Band	Decade	LIKE	Qu9Xg2dh33M	MPREb_ZqCjWn3LZOM	UCx-S5mC4lDB7t0kbC9qCvXQ
22	Wild Horses (2009 Mix)	The Rolling Stones	Sticky Fingers (Super Deluxe)	LIKE	vd-s7kmfVh8	MPREb_htJyqzD0D2X	UCNYhhkQqeFLUc-YEDcLpSYQ
36	Coming Down Again	The Rolling Stones	Goats Head Soup (Remastered 2009)	LIKE	Wmqgj7e_j54	MPREb_vLHx6Nz4ron	UCNYhhkQqeFLUc-YEDcLpSYQ
47	Love In Vain (Live)	The Rolling Stones	Get Yer Ya-Ya's Out!	LIKE	WuBJn25atVk	MPREb_RTyH9HGJlzZ	UCNYhhkQqeFLUc-YEDcLpSYQ
0	Like a Rolling Stone	The Jimi Hendrix Experience	Iconic Performances from the Monterey International Pop Festival	LIKE	RBVGa5D6GDY	MPREb_PZ8BJdutphk	UC5NwXf8hOgZgInaYiOCZmUg
41	Travelin' Man	The Doobie Brothers	The Doobie Brothers	LIKE	HzNJcAhsu2k	MPREb_xgZIEeoxjAB	UCu_glVzsM9pvbSyXi2zzuVA
5	The Weight (Remastered 2000)	The Band	Music From Big Pink	LIKE	QWu-f7HFFJE	MPREb_YFkjxlhScEE	UCFczEeze7e0Lghy3eXtl38Q
33	Need Your Love So Bad	The Allman Brothers Band	Enlightened Rogues	LIKE	vKmzfPERcLw	MPREb_8b3rqhxVNSE	UC8RbgxtYaViMHEKmcpsmi6w
21	Little Wing	Stevie Ray Vaughan & Double Trouble	Couldn't Stand The Weather (Legacy Edition)	LIKE	Rj_NUS9hwxA	MPREb_EkWi0ymkLW8	UCG47N6MrGcPaJpVRgBoAVAQ
