title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Together Forever	Rick Astley	Whenever You Need Somebody	LIKE	i_Q88T1HI_w	MPREb_dcYZhAh5urI	UCwZEU0wAwIyZb4x5G_KJp2w	xr frenchhouse radio
Les Ondes	Motorbass	Pansoul	LIKE	WNcf0-nJIX4	MPREb_UEtLG8KHoBT	UCuqq2cnqCsExJNNn3o8lI6Q	xr frenchhouse radio
Let Love Rule (Justice Remix)	Lenny Kravitz	Let Love Rule	LIKE	Q5aiEegBvSA	MPREb_xeX4yK2Nrt8	UCoBLQWTzuTgn34IrVIo4hpw	xr frenchhouse radio
What Is Love (12' Mix)	Haddaway	What Is Love	LIKE	xCwAriSmaFI	MPREb_UriFMO4Ft3e	UCfS_1LLbHxkCHWVL8u2mXlg	xr frenchhouse radio
Slow Love (Alan Braxe Remix)	Gigamesh	Time Travel Remixes	LIKE	XG5s_s8R1fo	MPREb_oJ912CyI88v	UCWUv4UigDj9TJ5ybNnMGs4Q	xr frenchhouse radio
Technologic	Daft Punk	Human After All	LIKE	R5uHYAIkzgU	MPREb_O4RirBTUPxl	UCRr1xG_2WIDs18a6cIiCxeA	xr frenchhouse radio
Around the World (Radio Edit)	Daft Punk	Around the World	LIKE	ARfJ55bUAw0	MPREb_ePmUY37w4pZ	UCRr1xG_2WIDs18a6cIiCxeA	xr frenchhouse radio
The Less I Know	Breakbot	Remedy	LIKE	zd6jzW5jhiQ	MPREb_HXDYwcVQKBD	UC2hW8YWmspFv-nWNdGMUcSg	xr frenchhouse radio
Starwin	Boys Noize	Go Hard	LIKE	sQVn2cth8Is	MPREb_mLOUtIoKTmM	UC94kyeSwyHrR-qnOllG0CbQ	xr frenchhouse radio
What I Gotta Be	potem	What I Gotta Be	INDIFFERENT	Ju1S96Cx4cI	MPREb_1EakBOqZjTG	UCUEV-zo5CSTTaKdRsDRdDkg	xr frenchhouse radio
WAY U MOVE	m-flo loves Dragon Ash	ASTROMANTIC	INDIFFERENT	FbmU2m_JgQY	MPREb_5XoUl3MvnWb	UCZeNdH-qUza0BlYSVhbSe7g	xr frenchhouse radio
New Year New Me	jaytea	New Year New Me	INDIFFERENT	lAk_BpYtH1A	MPREb_BVxSomzLDYa	UCBUMsintOCva5rS_TFvLC3A	xr frenchhouse radio
here 2 dance	iZNiiK	here 2 dance	INDIFFERENT	bmpSKGsvl0o	MPREb_Ql4s68FwnDV	UCUjZmcmNqCCYfEy8IATEjWA	xr frenchhouse radio
some Funk	herb.sun	SAVVY TRAVELS	INDIFFERENT	ldMDoBD0hQw	MPREb_wi7kZVwjIYm	UC0bQ4jtSjObEOx0Ea8Dbtsw	xr frenchhouse radio
Stuck On My Brain	goldenair	Stuck On My Brain	INDIFFERENT	STOslE9KtVk	MPREb_qF4FIqB8H8c	UCfIcOrEtdBKCTwrlxI8Mbyw	xr frenchhouse radio
Aerius Light	datA	Aerius Light - EP	INDIFFERENT	FOL2wPxdbtU	MPREb_XjgJEOtXjXM	UCivMVjw4tSrxUPGgman_BuQ	xr frenchhouse radio
Sourire	bad tuner	Coast / Sourire	INDIFFERENT	87INRqpMgC4	MPREb_B6tgOFMP2uV	UCuIIpDAFRxWLK4vhn4Dw9_w	xr frenchhouse radio
Coast	bad tuner	Coast / Sourire	INDIFFERENT	6DtaRySbovo	MPREb_B6tgOFMP2uV	UCuIIpDAFRxWLK4vhn4Dw9_w	xr frenchhouse radio
Taken It All (Le Knight Club Mix)	Zoot Woman	Taken It All	INDIFFERENT	09Eich3nNlY	MPREb_CJn9p5jwFMl	UCWWe2PWg9islrG1yDOV5ALA	xr frenchhouse radio
Memories	Yvonne Curtis	Eternal Love	INDIFFERENT	FxUYoBu7Jgg	MPREb_NnrjxfTFLUC	UCUTsEiov0ce3Rxrh8b8lPKA	xr frenchhouse radio
Tonight	Yuksek	Tonight (12' Inch)	INDIFFERENT	6r8FpbtRgJ8	MPREb_fYNV0fH2aXA	UC6qB49mlkH5SNYEiopZNv-w	xr frenchhouse radio
Que veux-tu (Madeon Remix - Bonus Track)	Yelle	Safari Disco Club	INDIFFERENT	rE_4HXUTf5E	MPREb_3NfIHwMOhfq	UC42vAutAJ9suzvfi50yZqFw	xr frenchhouse radio
Ce jeu (Tepr Remix)	Yelle	Pop-Up (Extended Version)	INDIFFERENT	SLJ3uJXRLGs	MPREb_JWG0HAU05NF	UC42vAutAJ9suzvfi50yZqFw	xr frenchhouse radio
All The Time	Yazid Le Voyageur	All The Time	INDIFFERENT	YXtQj-5llpE	MPREb_ic048hSJECq		xr frenchhouse radio
Le Matin	Yann Tiersen	Les retrouvailles	INDIFFERENT	e3aTuW710mk	MPREb_lPHLyEFmlLe	UCli1g9p40EDKDs1DyqYFxUQ	xr frenchhouse radio
Woodstock	Xinobi	Valerie and Friends	INDIFFERENT	MjUFJRLKsyM	MPREb_B7hRsIh2RAC	UCDMVbuqp5lONYd-Kd-Xt-vw	xr frenchhouse radio
Boats	Xinobi	On the Quiet (Expanded Edition)	INDIFFERENT	h8NxKKtO394	MPREb_lLOp8sz1dSa	UCDMVbuqp5lONYd-Kd-Xt-vw	xr frenchhouse radio
Japanese	Xinobi	Japanese	INDIFFERENT	FjO1SEODViU	MPREb_4Vpkd8UlPbu	UCDMVbuqp5lONYd-Kd-Xt-vw	xr frenchhouse radio
Meta	Xalaxia!	Meta	INDIFFERENT	Z3MtzmWflGs	MPREb_CimWWBXlZ3x	UCP75Y1lybRWW5PzRU5JCh8g	xr frenchhouse radio
Last Christmas	Wham!	LAST CHRISTMAS	INDIFFERENT	GJvGf_ifiKw	MPREb_K99Lwuu94yM	UCpVKXA1YEpLtD_keJogkCwg	xr frenchhouse radio
Soul Searcher	Wh0	Soul Searcher	INDIFFERENT	UIaV3Dkx4R4	MPREb_SHS9KRgfa0H	UC3Tk9iM7tSQ0j_KKFnRW6TQ	xr frenchhouse radio
Better Day (feat. Nile Rodgers & Josh Barry)	Wh0	Better Day	INDIFFERENT	_O3HSfHxWwU	MPREb_N8Qk5LTgkR6	UC3Tk9iM7tSQ0j_KKFnRW6TQ	xr frenchhouse radio
Western Spaghetti	We Are Terrorists	Don't Panic - EP	INDIFFERENT	kk0gfBqtfTA	MPREb_YmQ63qBJgCI	UChydGKZFV1wVZrEyt6se5JA	xr frenchhouse radio
Poney Part 1	Vitalic	Ok Cowboy	INDIFFERENT	hubW50OTgeM	MPREb_PEu2DXKFVu7	UC3FJZVVqKpdQ6fyoz_hGXkg	xr frenchhouse radio
See the Sea (Red)	Vitalic	Flashmob	INDIFFERENT	1La5UwGq6HE	MPREb_2e13BoEFEoJ	UC3FJZVVqKpdQ6fyoz_hGXkg	xr frenchhouse radio
Poison Lips	Vitalic	Flashmob	INDIFFERENT	-QHrsvl7T4s	MPREb_2e13BoEFEoJ	UC3FJZVVqKpdQ6fyoz_hGXkg	xr frenchhouse radio
Los Feeling (Alan Braxe Remix)	Visitor	Los Feeling	INDIFFERENT	b-oqgc_5nAw	MPREb_KWSmFxzva28	UCHZEK1VUoydk1WJtZg5ufrg	xr frenchhouse radio
Fooled by Your Love	Vice	Fooled by Your Love	INDIFFERENT	mlNLkQ5n_Z0	MPREb_gtaedqBSCIH	UCzX7Rik6wxqNO67EMRSb10g	xr frenchhouse radio
Club Soda	Venemy	Ninety9Lives 92: Red Card	INDIFFERENT	eicdJsed0R0	MPREb_kcTUKyxFMjH	UCnC4MyC5LwI_hKLQwiBiJLg	xr frenchhouse radio
The Last Honeymoon	Vaudafunk	Crossed Signals, Vol. 12	INDIFFERENT	dPtFlGKkS1s	MPREb_NSy3sBe9Atu	UCQbMWRk2CpCTIipHeLPpwFQ	xr frenchhouse radio
Think I’m In Love (feat. Todd Edwards)	Vantage	Think I’m In Love	INDIFFERENT	6suiad7WkYw	MPREb_2Wyj7cOb9ww	UC05C81u7hnR_enq1DAyGeuQ	xr frenchhouse radio
Long Beach	Vanguard	Oysters In The Half Shell	INDIFFERENT	GrlI1qp5gi0	MPREb_T2H1fNsF5nZ	UCoTu7O8fSBDSmpqV9QX56Dg	xr frenchhouse radio
Chicago 87	VIGI	Chicago 87	INDIFFERENT	GCKRhJttK6k	MPREb_Kq5qGQzmayq	UCDVcHJUujLrIf3OzShZnK3w	xr frenchhouse radio
